Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr1	1070967	1074306	protein_coding	RNF223	-	1900	175	0.49	1.141757074934731
chr1	1081823	1116089	protein_coding	C1orf159	-	2432	4311	9.36	21.973726562694758
chr1	1137017	1144056	lncRNA	LINC01342	+	1620	1	0.00	0.00765198745106169
chr1	1167104	1167198	miRNA	MIR200B	+	95	1	0.06	0.13048652284968354
chr1	1167863	1167952	miRNA	MIR200A	+	90	1	0.06	0.13773577411911042
chr1	1169005	1169087	miRNA	MIR429	+	83	0	0.00	0.0
chr1	1173055	1179648	misc_RNA	TTLL10-AS1	-	4176	5	0.01	0.014842217038697243
chr1	1173709	1197936	protein_coding	TTLL10	+	4296	9	0.01	0.025969733947038973
chr1	1203508	1207901	protein_coding	TNFRSF18	-	2457	14	0.03	0.07063373031749251
chr1	1211326	1216812	protein_coding	TNFRSF4	-	3671	24	0.03	0.08104311416433628
chr1	1216908	1232067	protein_coding	SDF4	-	4070	50892	66.05	155.00452370571966
chr1	1232237	1235041	protein_coding	B3GALT6	+	2805	9532	17.95	42.12505023219338
chr1	1242448	1247218	protein_coding	C1QTNF12	-	1309	104	0.42	0.9848791793390935
chr1	1253912	1273854	protein_coding	UBE2J2	-	4337	15083	18.37	43.110947957913034
chr1	1274002	1279447	lncRNA	LINC01786	+	1671	42	0.13	0.3115746416338943
chr1	1280436	1292029	protein_coding	SCNN1D	+	3054	168	0.29	0.6819138522203502
chr1	1292384	1307930	protein_coding	ACAP3	-	6632	8226	6.55	15.375648825594421
chr1	1296110	1296170	miRNA	MIR6726	-	61	0	0.00	0.0
chr1	1304729	1304812	snoRNA	SNORD167	-	84	0	0.00	0.0
chr1	1308563	1311677	protein_coding	PUSL1	+	1412	5271	19.72	46.27512314756713
chr1	1311585	1324687	protein_coding	INTS11	-	2629	16892	33.94	79.64889413381559
chr1	1312502	1312566	miRNA	MIR6727	-	65	3	0.24	0.5721332155716894
chr1	1324757	1328896	protein_coding	CPTP	+	3041	10644	18.49	43.38880702898487
chr1	1331280	1335320	protein_coding	TAS1R3	+	3607	540	0.79	1.8558244031574067
chr1	1335278	1349418	protein_coding	DVL1	-	3343	22974	36.30	85.1901737107747
chr1	1339650	1339708	miRNA	MIR6808	-	59	2	0.18	0.4202108362955911
chr1	1352689	1363541	protein_coding	MXRA8	-	4842	141	0.15	0.36098037455008486
chr1	1373730	1375516	protein_coding	AURKAIP1	-	1484	31863	113.42	266.159533266947
chr1	1385711	1399342	protein_coding	CCNL2	-	5817	4607	4.18	9.817669593090383
chr1	1399530	1402046	lncRNA	MRPL20-AS1	+	1748	2497	7.55	17.70787214976412
chr1	1401909	1407293	protein_coding	MRPL20	-	1045	15288	77.28	181.35254193872382
chr1	1412295	1416247	lncRNA	LOC107984868	-	3854	18	0.02	0.057896199811354146
chr1	1418420	1422471	protein_coding	ANKRD65	-	3340	6	0.01	0.02226865809111366
chr1	1420245	1423287	lncRNA	LOC105378585	+	1139	2	0.01	0.021766847534187773
chr1	1426128	1427787	protein_coding	TMEM88B	+	492	5	0.05	0.12597784218211316
chr1	1430157	1434573	lncRNA	LINC01770	-	1194	11	0.05	0.11420302879222721
chr1	1433233	1435626	protein_coding	LOC107985729	+	1463	3	0.01	0.02541945250318511
chr1	1435690	1442882	protein_coding	VWA1	+	4492	77	0.09	0.2124908536610497
chr1	1449689	1470163	protein_coding	ATAD3C	+	3864	54	0.07	0.17323909477714197
chr1	1471732	1509466	protein_coding	ATAD3B	+	6268	5274	4.44	10.430386493838057
chr1	1512143	1534687	protein_coding	ATAD3A	+	2885	12039	22.04	51.72897352367325
chr1	1534778	1540624	protein_coding	TMEM240	-	1381	36	0.14	0.32314548019255446
chr1	1541673	1574863	protein_coding	SSU72	-	1284	24026	98.84	231.9560543681598
chr1	1598012	1600135	protein_coding	FNDC10	-	2124	96	0.24	0.5602811150607881
chr1	1599433	1607210	lncRNA	LOC105378586	+	572	2	0.02	0.04334342542209768
chr1	1613730	1630610	protein_coding	MIB2	+	9692	4130	2.25	5.2823346306307615
chr1	1631681	1635638	protein_coding	MMP23B	+	2764	8	0.02	0.03587907285302441
chr1	1635225	1659619	protein_coding	CDK11B	-	4363	3977	4.82	11.299510802304193
chr1	1659798	1692795	protein_coding	SLC35E2B	-	6908	5988	4.58	10.745304485852778
chr1	1699939	1701808	transcribed_pseudogene	MMP23A	+	906	1	0.01	0.013682361667461297
chr1	1702379	1724357	protein_coding	CDK11A	-	3050	1165	2.02	4.73494948078319
chr1	1724838	1745999	protein_coding	SLC35E2A	-	7297	695	0.50	1.1806732453268953
chr1	1745725	1751773	lncRNA	LOC112268218	+	2032	10	0.03	0.06100501806456661
chr1	1751232	1780509	protein_coding	NADK	-	5092	20468	21.23	49.82832368819632
chr1	1785285	1891117	protein_coding	GNB1	-	3494	34304	51.86	121.70575832409179
chr1	1891057	1892722	protein_coding	LOC105378949	+	1470	106	0.38	0.8938770646913696
chr1	1913751	1917296	protein_coding	CALML6	+	2245	8	0.02	0.04417361129877928
chr1	1917591	1919279	protein_coding	TMEM52	-	935	494	2.79	6.549446542604972
chr1	1921957	2003837	protein_coding	CFAP74	-	7400	16	0.01	0.026802637125880942
chr1	1955857	1958986	lncRNA	LOC107984872	+	2799	18	0.03	0.0797184544740832
chr1	2013211	2018138	lncRNA	LOC105378589	-	4748	16	0.02	0.04177327605971335
chr1	2019345	2030758	protein_coding	GABRD	+	5126	21	0.02	0.050784356825032906
chr1	2034986	2047447	lncRNA	LOC105378590	-	2225	0	0.00	0.0
chr1	2049201	2050070	lncRNA	LOC105378591	-	540	10	0.10	0.22955962353185067
chr1	2050411	2185399	protein_coding	PRKCZ	+	7347	1634	1.17	2.756965147945607
chr1	2181794	2183875	lncRNA	PRKCZ-AS1	-	1253	27	0.11	0.267117263455258
chr1	2184457	2212720	protein_coding	FAAP20	-	7844	6144	4.14	9.70963458145121
chr1	2189788	2192458	protein_coding	LOC112268219	+	2671	262	0.52	1.215952659576422
chr1	2207013	2208854	lncRNA	LOC105378593	+	1031	248	1.27	2.9818258761770555
chr1	2228319	2310213	protein_coding	SKI	+	11061	16861	8.05	18.89636198065354
chr1	2321253	2391554	protein_coding	MORN1	-	6202	1157	0.99	2.3125485583719714
chr1	2350414	2352661	transcribed_pseudogene	LOC100129534	-	2248	164	0.39	0.9043505453728068
chr1	2391841	2405436	protein_coding	RER1	+	3028	22716	39.63	92.99621071336661
chr1	2404802	2412574	protein_coding	PEX10	-	2077	3262	8.30	19.468689728400786
chr1	2412481	2505532	protein_coding	PLCH2	+	7938	57	0.04	0.08901291524704415
chr1	2508537	2526622	protein_coding	PANK4	-	4482	7522	8.87	20.80418660489856
chr1	2528745	2530554	protein_coding	HES5	-	1711	29	0.09	0.21010541814779554
chr1	2549920	2557011	lncRNA	TNFRSF14-AS1	-	4619	4	0.00	0.010734981312595746
chr1	2556365	2565622	protein_coding	TNFRSF14	+	4764	45	0.05	0.11709275507606993
chr1	2566535	2584534	lncRNA	LOC100996583	+	698	0	0.00	0.0
chr1	2586523	2591469	protein_coding	PRXL2B	+	2891	283	0.52	1.2134659864454314
chr1	2590639	2633042	protein_coding	MMEL1	-	3323	4	0.01	0.014921720939777235
chr1	2633111	2636620	lncRNA	MMEL1-AS1	+	1050	0	0.00	0.0
chr1	2636988	2800868	protein_coding	TTC34	-	7080	18	0.01	0.03151581272216933
chr1	2700540	2702756	lncRNA	LOC105378603	-	128	0	0.00	0.0
chr1	2701377	2702276	lncRNA	LOC105378602	+	777	0	0.00	0.0
chr1	2762488	2763387	lncRNA	LOC105378601	+	777	0	0.00	0.0
chr1	2763419	2767518	lncRNA	LOC112268220	+	996	0	0.00	0.0
chr1	2764564	2765629	lncRNA	LOC107985732	+	822	0	0.00	0.0
chr1	2766073	2766972	lncRNA	LOC105378600	+	777	0	0.00	0.0
chr1	2767822	2784745	lncRNA	LOC105378598	+	4691	1	0.00	0.002642553756282229
chr1	2771826	2772891	lncRNA	LOC107984904	+	822	0	0.00	0.0
chr1	2773495	2774394	lncRNA	LOC105378599	+	777	0	0.00	0.0
chr1	3021467	3022903	protein_coding	ACTRT2	+	1437	1	0.00	0.00862645766925535
chr1	3059617	3067725	lncRNA	PRDM16-DT	-	3848	4	0.01	0.012885883233596608
chr1	3069203	3438621	protein_coding	PRDM16	+	8698	66	0.04	0.0940619105849064
chr1	3127975	3128035	miRNA	MIR4251	+	61	0	0.00	0.0
chr1	3159009	3167597	lncRNA	LOC105378606	-	6179	9	0.01	0.018055668722524586
chr1	3191945	3195519	lncRNA	LOC107984909	+	2459	1	0.00	0.005041162940512377
chr1	3210740	3214473	lncRNA	LOC105378605	-	3292	1	0.00	0.0037655588307168694
chr1	3306636	3327974	lncRNA	LOC105378604	-	13518	22	0.01	0.02017434774048222
chr1	3454589	3481115	protein_coding	ARHGEF16	+	3971	5202	6.92	16.23901655177162
chr1	3487951	3624770	protein_coding	MEGF6	-	8665	4463	2.72	6.3848041997026055
chr1	3546965	3550776	lncRNA	LOC105378608	+	3022	84	0.15	0.34456732373940263
chr1	3560695	3560790	miRNA	MIR551A	-	96	0	0.00	0.0
chr1	3602895	3607681	lncRNA	LOC105378607	+	990	2	0.01	0.025042868021656436
chr1	3625015	3630127	protein_coding	TPRG1L	+	2401	7436	16.36	38.39162410307099
chr1	3630767	3650103	protein_coding	WRAP73	-	1829	4088	11.81	27.70680481897381
chr1	3652516	3736201	protein_coding	TP73	+	5571	58	0.05	0.12905775280950574
chr1	3658430	3665413	lncRNA	LOC105378610	-	2164	2	0.00	0.01145676494521251
chr1	3674874	3677639	lncRNA	LOC105378609	-	709	1	0.01	0.01748408980355421
chr1	3735984	3747373	lncRNA	TP73-AS1	-	6455	2645	2.16	5.079473435949533
chr1	3752398	3771645	protein_coding	CCDC27	+	3676	4	0.01	0.013488813569880236
chr1	3772761	3775982	protein_coding	SMIM1	+	573	313	2.89	6.771407952766737
chr1	3778559	3796498	protein_coding	LRRC47	-	4303	12545	15.40	36.14003620013516
chr1	3812086	3857233	protein_coding	CEP104	-	6687	3764	2.97	6.977623873274986
chr1	3857267	3885429	protein_coding	DFFB	+	5760	1115	1.02	2.399615439731377
chr1	3885495	3888787	lncRNA	LOC107984910	-	2271	9	0.02	0.049126365934160914
chr1	3889133	3900293	protein_coding	C1orf174	-	4276	2349	2.90	6.809803556249094
chr1	3900404	3915447	lncRNA	LINC01134	+	1952	70	0.19	0.44453656606065345
chr1	3940612	3952583	lncRNA	LINC01346	+	568	0	0.00	0.0
chr1	3947149	3948980	lncRNA	LINC01345	-	937	0	0.00	0.0
chr1	3972916	4011584	lncRNA	LINC02780	+	3030	1	0.00	0.004091161607498329
chr1	4412051	4424684	lncRNA	LINC01777	+	2074	0	0.00	0.0
chr1	4432146	4443634	lncRNA	LOC105376674	+	1175	0	0.00	0.0
chr1	4571487	4583706	lncRNA	LINC01646	+	1028	1	0.01	0.012058579446225619
chr1	4603688	4617555	lncRNA	LOC107985376	+	557	0	0.00	0.0
chr1	4654609	4792534	protein_coding	AJAP1	+	13063	11	0.00	0.010438522267313732
chr1	4973391	4983958	lncRNA	LINC02781	+	1968	0	0.00	0.0
chr1	4997369	5004349	lncRNA	LOC102724429	+	1051	0	0.00	0.0
chr1	5090580	5098548	lncRNA	LINC02782	-	465	0	0.00	0.0
chr1	5131856	5135311	lncRNA	LOC105376682	+	434	9	0.11	0.25706446321769455
chr1	5470329	5481317	lncRNA	LOC107984911	-	2970	2	0.00	0.00834762267388548
chr1	5490842	5494668	lncRNA	LOC105376686	-	2774	2	0.00	0.008937433071896133
chr1	5862672	5862741	miRNA	MIR4689	-	70	2	0.15	0.35417770487771244
chr1	5862810	5992425	protein_coding	NPHP4	-	8356	4945	3.13	7.33596293342629
chr1	5992639	6101186	protein_coding	KCNAB2	+	5360	21780	21.46	50.37120605005228
chr1	6101787	6180321	protein_coding	CHD5	-	9850	37	0.02	0.04656447998138453
chr1	6131763	6132692	lncRNA	LOC105376687	+	322	0	0.00	0.0
chr1	6185020	6199595	protein_coding	RPL22	-	2061	41412	106.14	249.07920863845413
chr1	6200492	6209339	lncRNA	LOC107985733	-	523	19	0.19	0.4503406763741469
chr1	6204840	6205780	lncRNA	LOC102724450	-	378	90	1.26	2.951480873980937
chr1	6206004	6221299	protein_coding	RNF207	+	5078	1058	1.10	2.582749194884146
chr1	6221193	6235964	protein_coding	ICMT	-	4852	36809	40.07	94.04213723403342
chr1	6236240	6239444	lncRNA	LINC00337	+	1642	352	1.13	2.6574112814210826
chr1	6244179	6245578	protein_coding	HES3	+	710	5	0.04	0.08729732162478829
chr1	6247353	6261098	protein_coding	GPR153	-	4871	4462	4.84	11.355354582375766
chr1	6264272	6393766	protein_coding	ACOT7	-	2329	16313	37.00	86.82676319813412
chr1	6415232	6419919	protein_coding	HES2	-	4262	3044	3.77	8.853611609026629
chr1	6424776	6461367	protein_coding	ESPN	+	8757	6613	3.99	9.361219673686302
chr1	6429834	6429896	miRNA	MIR4252	-	63	0	0.00	0.0
chr1	6461151	6466195	protein_coding	TNFRSF25	-	1916	83	0.23	0.5369969899111454
chr1	6466092	6520061	protein_coding	PLEKHG5	-	5968	1411	1.25	2.930808638637036
chr1	6521347	6554535	protein_coding	NOL9	-	7898	3304	2.21	5.185757127381447
chr1	6555307	6579755	protein_coding	TAS1R1	+	4256	8	0.01	0.023301164794586344
chr1	6567548	6579433	lncRNA	LOC107984912	-	446	1	0.01	0.027794214508340662
chr1	6579994	6589280	protein_coding	ZBTB48	+	3005	1790	3.15	7.384104229813207
chr1	6590724	6602869	protein_coding	KLHL21	-	4939	24250	25.94	60.864208749738495
chr1	6603447	6613461	lncRNA	LOC107984913	-	1971	39	0.10	0.24528288541759385
chr1	6613731	6624030	protein_coding	PHF13	+	3844	11618	15.97	37.46599379147352
chr1	6624616	6635586	protein_coding	THAP3	+	3740	2979	4.21	9.873887272479864
chr1	6634168	6701833	protein_coding	DNAJC11	-	3220	11494	18.86	44.249114563743774
chr1	6724745	6730012	lncRNA	LINC01672	+	485	0	0.00	0.0
chr1	6783892	6784980	lncRNA	CAMTA1-DT	-	552	73	0.70	1.639355137613325
chr1	6785324	7769706	protein_coding	CAMTA1	+	22406	4494	1.06	2.4863255913690705
chr1	7235640	7240139	lncRNA	LOC105376692	-	2326	0	0.00	0.0
chr1	7382487	7389754	lncRNA	CAMTA1-AS2	-	744	0	0.00	0.0
chr1	7440567	7442144	lncRNA	CAMTA1-AS1	-	1480	3	0.01	0.025127472305513387
chr1	7503370	7508625	lncRNA	LOC105376691	+	307	0	0.00	0.0
chr1	7693159	7704032	lncRNA	LOC105376689	-	5969	5	0.00	0.010383832862053891
chr1	7771275	7781432	protein_coding	VAMP3	+	2631	7979	16.02	37.59385661447145
chr1	7784187	7845181	protein_coding	PER3	+	8502	1750	1.09	2.551562505735108
chr1	7846345	7913615	protein_coding	UTS2	-	1702	1	0.00	0.007283325305945909
chr1	7915871	7941607	protein_coding	TNFRSF9	-	6870	236	0.18	0.42583811387043735
chr1	7961654	7985505	protein_coding	PARK7	+	1344	25217	99.11	232.58591624742905
chr1	8011725	8026309	protein_coding	ERRFI1	-	6826	3523	2.73	6.39787311748408
chr1	8129155	8147644	lncRNA	LOC107984915	-	1086	1	0.00	0.011414566915948375
chr1	8208672	8215210	lncRNA	LINC01714	+	497	5	0.05	0.12471045946398326
chr1	8240090	8248644	lncRNA	LOC105376695	+	176	2	0.06	0.14086613262181746
chr1	8318085	8344167	protein_coding	SLC45A1	+	2551	7	0.01	0.03401549890044671
chr1	8352404	8817640	protein_coding	RERE	-	8466	16478	10.28	24.12767632106344
chr1	8424645	8435016	lncRNA	RERE-AS1	+	694	0	0.00	0.0
chr1	8494800	8494913	snoRNA	SNORD128	-	114	0	0.00	0.0
chr1	8861000	8878686	protein_coding	ENO1	-	3161	609859	1019.16	2391.631171200756
chr1	8866502	8866590	miRNA	MIR6728	-	89	0	0.00	0.0
chr1	8878835	8879885	lncRNA	ENO1-AS1	+	447	612	7.23	16.972005455213875
chr1	8905607	8927330	lncRNA	LOC112268261	-	6171	19	0.02	0.03816693789396837
chr1	8945868	8975092	protein_coding	CA6	+	1614	1	0.00	0.0076804335010656356
chr1	8992534	9026384	protein_coding	SLC2A7	-	2078	4	0.01	0.023861828047584095
chr1	9035106	9072259	protein_coding	SLC2A5	-	5891	776	0.70	1.6329089228447922
chr1	9100305	9129124	protein_coding	GPR157	-	5219	4408	4.46	10.469924565727817
chr1	9148011	9182338	lncRNA	MIR34AHG	-	4157	62	0.08	0.18488468116060525
chr1	9151668	9151777	miRNA	MIR34A	-	110	0	0.00	0.0
chr1	9182204	9192086	lncRNA	LNCTAM34A	+	982	79	0.42	0.9972518879703411
chr1	9234767	9271337	protein_coding	H6PD	+	14647	10037	3.62	8.494630766369632
chr1	9292894	9369532	protein_coding	SPSB1	+	3106	8487	14.43	33.872091547134616
chr1	9425094	9428996	lncRNA	LINC02606	-	2438	79	0.17	0.40168226168452625
chr1	9539465	9585173	protein_coding	SLC25A33	+	4007	5123	6.75	15.848723077888254
chr1	9588843	9614877	protein_coding	TMEM201	+	7153	11804	8.72	20.456448622001695
chr1	9614641	9622295	protein_coding	LOC107985734	+	1102	123	0.59	1.3836070957337134
chr1	9628447	9629428	lncRNA	LOC105376712	-	442	0	0.00	0.0
chr1	9629889	9729114	protein_coding	PIK3CD	+	6330	5961	4.97	11.673596438730103
chr1	9652610	9654586	lncRNA	PIK3CD-AS1	-	1823	2	0.01	0.013599802162062465
chr1	9672426	9687574	lncRNA	PIK3CD-AS2	-	958	169	0.93	2.186807019156231
chr1	9728926	9824526	protein_coding	CLSTN1	-	5321	86818	86.19	202.25803408617998
chr1	9848276	9910322	protein_coding	CTNNBIP1	-	3500	4694	7.08	16.625101466959826
chr1	9850773	9855490	lncRNA	LOC105376717	+	485	2	0.02	0.05111843163183479
chr1	9922118	9943402	protein_coding	LZIC	-	5241	1551	1.56	3.668486302096284
chr1	9942923	9996884	protein_coding	NMNAT1	+	4763	1195	1.33	3.11011599968724
chr1	9950572	9960787	transcribed_pseudogene	TMEM274P	-	444	0	0.00	0.0
chr1	9967381	9967458	miRNA	MIR5697	+	78	0	0.00	0.0
chr1	9997228	10016021	protein_coding	RBP7	+	840	7	0.04	0.10330183058933282
chr1	10032958	10181239	protein_coding	UBE4B	+	7007	18566	14.00	32.84547087292513
chr1	10210570	10381603	protein_coding	KIF1B	+	16647	8784	2.79	6.541022021241299
chr1	10357983	10366610	lncRNA	LOC105376725	-	1449	1	0.00	0.008555017026031703
chr1	10399064	10420511	protein_coding	PGD	+	2473	51863	110.78	259.96972939043593
chr1	10430433	10442808	protein_coding	CENPS	+	1557	253	0.86	2.0142861764239846
chr1	10430433	10452153	protein_coding	CENPS-CORT	+	1967	0	0.00	0.0
chr1	10450031	10451998	protein_coding	CORT	+	914	14	0.08	0.1898764500985548
chr1	10456522	10472529	protein_coding	DFFA	-	7390	21435	15.32	35.955746771567235
chr1	10474946	10630758	protein_coding	PEX14	+	6014	6499	5.71	13.395914805455414
chr1	10636604	10796650	protein_coding	CASZ1	-	9164	4620	2.66	6.249512754116773
chr1	10809018	10815658	lncRNA	LOC105376733	-	2605	2	0.00	0.009517251186733158
chr1	10913618	10918697	lncRNA	LOC105376735	-	708	0	0.00	0.0
chr1	10946473	10982037	protein_coding	C1orf127	-	2919	30	0.05	0.12740205211428507
chr1	11012622	11030528	protein_coding	TARDBP	+	5232	11710	11.82	27.744597160575392
chr1	11026523	11047239	protein_coding	MASP2	-	2687	9	0.02	0.04152064645942666
chr1	11054589	11060053	protein_coding	SRM	-	1484	29359	104.51	245.2430008845462
chr1	11066613	11099869	protein_coding	EXOSC10	-	3822	11231	15.52	36.42646340184604
chr1	11099675	11102105	lncRNA	EXOSC10-AS1	+	607	400	3.48	8.16884327559798
chr1	11106535	11273497	protein_coding	MTOR	-	9582	22933	12.64	29.668389241141757
chr1	11143898	11149538	lncRNA	MTOR-AS1	+	706	0	0.00	0.0
chr1	11189324	11195981	protein_coding	ANGPTL7	+	2502	0	0.00	0.0
chr1	11273198	11299572	protein_coding	UBIAD1	+	8514	7982	4.95	11.621637938887305
chr1	11311439	11316855	lncRNA	LOC105376737	-	1953	0	0.00	0.0
chr1	11357945	11364461	lncRNA	LOC105376739	+	683	0	0.00	0.0
chr1	11371689	11377536	lncRNA	LOC105376740	+	943	3	0.02	0.03943654190048761
chr1	11479155	11537583	protein_coding	DISP3	+	7508	31	0.02	0.05118311265214678
chr1	11495407	11501633	lncRNA	LOC112268221	-	3663	0	0.00	0.0
chr1	11609531	11613355	lncRNA	LINC01647	+	1285	11	0.05	0.10611549912678545
chr1	11648387	11654429	protein_coding	FBXO2	-	1287	12740	52.29	122.71005330611655
chr1	11654375	11663327	protein_coding	FBXO44	+	3634	3212	4.67	10.956702691896652
chr1	11664200	11674354	protein_coding	FBXO6	+	1928	29	0.08	0.1864576610222397
chr1	11674480	11691621	protein_coding	MAD2L2	-	2267	14846	34.59	81.17965471173717
chr1	11686635	11725857	protein_coding	DRAXIN	+	9003	41	0.02	0.05645284977224452
chr1	11736085	11750771	protein_coding	AGTRAP	+	1316	8009	32.15	75.44173506291487
chr1	11762188	11790223	protein_coding	C1orf167	+	6667	7	0.01	0.01301537988526167
chr1	11777077	11779619	lncRNA	C1orf167-AS1	-	1868	17	0.05	0.11281356231383238
chr1	11785723	11806103	protein_coding	MTHFR	-	8806	3861	2.32	5.435135606251382
chr1	11806096	11843144	protein_coding	CLCN6	+	5708	1861	1.72	4.04158458430445
chr1	11840319	11847616	antisense_RNA	NPPA-AS1	+	1662	4	0.01	0.029834463708110562
chr1	11845709	11847783	protein_coding	NPPA	-	855	7	0.04	0.1014895177719761
chr1	11857464	11858945	protein_coding	NPPB	-	708	1	0.01	0.01750878484564963
chr1	11908154	11908272	snRNA	RNU5E-1	+	119	63	2.80	6.562704531557614
chr1	11919591	11926427	protein_coding	KIAA2013	-	2819	57199	107.18	251.52584921798854
chr1	11934717	11975537	protein_coding	PLOD1	+	3117	59769	101.29	237.69960009600894
chr1	11980181	12013515	protein_coding	MFN2	+	4905	32748	35.27	82.76277304316748
chr1	12019466	12032045	protein_coding	MIIP	+	1931	5012	13.71	32.1749627082591
chr1	12029158	12029222	miRNA	MIR6729	+	65	0	0.00	0.0
chr1	12063303	12144213	protein_coding	TNFRSF8	+	4216	37	0.05	0.10879035289768445
chr1	12166943	12167038	miRNA	MIR7846	+	96	0	0.00	0.0
chr1	12166948	12209222	protein_coding	TNFRSF1B	+	5168	4	0.00	0.009594597268359085
chr1	12191713	12191773	miRNA	MIR4632	+	61	1	0.09	0.2032167159134416
chr1	12214240	12227610	lncRNA	LOC107984917	+	2381	1	0.00	0.005206308135539663
chr1	12230030	12512047	protein_coding	VPS13D	+	16357	10549	3.41	7.994603002165715
chr1	12507246	12507397	snoRNA	SNORA59A	+	152	1	0.03	0.08155407678105221
chr1	12525256	12531132	lncRNA	LINC02766	+	4148	20	0.03	0.05976962232748282
chr1	12567910	12618210	protein_coding	DHRS3	-	2939	10094	18.14	42.57483543934911
chr1	12578957	12579023	miRNA	MIR6730	-	67	0	0.00	0.0
chr1	12644547	12667086	protein_coding	AADACL4	+	2079	2	0.01	0.011925175248407829
chr1	12716110	12728760	protein_coding	AADACL3	+	4055	4	0.01	0.01222808352228847
chr1	12746200	12763699	protein_coding	C1orf158	+	3564	7	0.01	0.02434723279883265
chr1	12774848	12777906	protein_coding	PRAMEF12	+	1779	2	0.01	0.013936166015424325
chr1	12791397	12796628	protein_coding	PRAMEF1	+	2439	1	0.00	0.005082500890004074
chr1	12822686	12823223	lncRNA	LINC01784	-	442	1	0.01	0.028045745861357326
chr1	12824380	12831410	protein_coding	PRAMEF11	-	2311	0	0.00	0.0
